,sentence,gold
436,श्लेष्मणः विधिना युक्तम् तीक्ष्णम् वमनरेचनम् अन्नम् रूक्षअल्पतीक्ष्णउष्णम् कटुतिक्तकषायकम् दीर्घकालस्थितम् मद्यम् रतिप्रीतिः प्रजागरः अन्एकरूपः व्यायामः चिन्ता रूक्षम् विमर्दनम् (च) (उपक्रमः) (भवति) .,"{'tokens': ['श्लेष्मणः', 'विधिना', 'युक्तम्', 'तीक्ष्णम्', 'वमनरेचनम्', 'अन्नम्', 'रूक्षअल्पतीक्ष्णउष्णम्', 'कटुतिक्तकषायकम्', 'दीर्घकालस्थितम्', 'मद्यम्', 'रतिप्रीतिः', 'प्रजागरः', 'अन्एकरूपः', 'व्यायामः', 'चिन्ता', 'रूक्षम्', 'विमर्दनम्', '(च)', '(उपक्रमः)', '(भवति)', '.'], 'compounds': [{'span': ['1', '34'], 'label': 'No_rel'}, {'span': ['2', '34'], 'label': 'No_rel'}, {'span': ['3', '34'], 'label': 'No_rel'}, {'span': ['4', '34'], 'label': 'No_rel'}, {'span': ['5', '6'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['6', '34'], 'label': 'Comp_root'}, {'span': ['7', '34'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['9', '10'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['10', '11'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['11', '34'], 'label': 'Comp_root'}, {'span': ['12', '13'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['13', '14'], 'label': 'समाहार-द्वन्द्वः'}, {'span': ['14', '34'], 'label': 'Comp_root'}, {'span': ['15', '16'], 'label': 'कर्मधारयः'}, {'span': ['16', '17'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['17', '34'], 'label': 'Comp_root'}, {'span': ['18', '34'], 'label': 'No_rel'}, {'span': ['19', '20'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['20', '34'], 'label': 'Comp_root'}, {'span': ['21', '22'], 'label': 'प्रादि-तत्पुरुषः'}, {'span': ['22', '34'], 'label': 'Comp_root'}, {'span': ['23', '24'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['24', '25'], 'label': 'कर्मधारयः'}, {'span': ['25', '34'], 'label': 'Comp_root'}, {'span': ['26', '34'], 'label': 'No_rel'}, {'span': ['27', '34'], 'label': 'No_rel'}, {'span': ['28', '34'], 'label': 'No_rel'}, {'span': ['29', '34'], 'label': 'No_rel'}, {'span': ['30', '34'], 'label': 'No_rel'}, {'span': ['31', '34'], 'label': 'No_rel'}, {'span': ['32', '34'], 'label': 'No_rel'}, {'span': ['33', '34'], 'label': 'No_rel'}, {'span': ['34', '0'], 'label': 'root'}]}"
437,विशेषात् वमनम् यूषः क्षौद्रम् मेदःघ्नम् औषधम् धूमउपवासगण्डूषाः निर्सुखत्वम् सुखाय (च) (श्लेष्मणः) (उपक्रमः) (भवति) .,"{'tokens': ['विशेषात्', 'वमनम्', 'यूषः', 'क्षौद्रम्', 'मेदःघ्नम्', 'औषधम्', 'धूमउपवासगण्डूषाः', 'निर्सुखत्वम्', 'सुखाय', '(च)', '(श्लेष्मणः)', '(उपक्रमः)', '(भवति)', '.'], 'compounds': [{'span': ['1', '19'], 'label': 'No_rel'}, {'span': ['2', '19'], 'label': 'No_rel'}, {'span': ['3', '19'], 'label': 'No_rel'}, {'span': ['4', '19'], 'label': 'No_rel'}, {'span': ['5', '6'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['6', '19'], 'label': 'Comp_root'}, {'span': ['7', '19'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '10'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['10', '19'], 'label': 'Comp_root'}, {'span': ['11', '12'], 'label': 'अव्ययीभावः'}, {'span': ['12', '19'], 'label': 'Comp_root'}, {'span': ['13', '19'], 'label': 'No_rel'}, {'span': ['14', '19'], 'label': 'No_rel'}, {'span': ['15', '19'], 'label': 'No_rel'}, {'span': ['16', '19'], 'label': 'No_rel'}, {'span': ['17', '19'], 'label': 'No_rel'}, {'span': ['18', '19'], 'label': 'No_rel'}, {'span': ['19', '0'], 'label': 'root'}]}"
438,उपक्रमः पृथक् दोषान् यः अयम् उद्दिश्य कीर्तितः संसर्गसन्निपातेषु तम् यथास्वम् विकल्पयेत् .,"{'tokens': ['उपक्रमः', 'पृथक्', 'दोषान्', 'यः', 'अयम्', 'उद्दिश्य', 'कीर्तितः', 'संसर्गसन्निपातेषु', 'तम्', 'यथास्वम्', 'विकल्पयेत्', '.'], 'compounds': [{'span': ['1', '15'], 'label': 'No_rel'}, {'span': ['2', '15'], 'label': 'No_rel'}, {'span': ['3', '15'], 'label': 'No_rel'}, {'span': ['4', '15'], 'label': 'No_rel'}, {'span': ['5', '15'], 'label': 'No_rel'}, {'span': ['6', '15'], 'label': 'No_rel'}, {'span': ['7', '15'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '15'], 'label': 'Comp_root'}, {'span': ['10', '15'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'अव्ययीभावः'}, {'span': ['12', '15'], 'label': 'Comp_root'}, {'span': ['13', '15'], 'label': 'No_rel'}, {'span': ['14', '15'], 'label': 'No_rel'}, {'span': ['15', '0'], 'label': 'root'}]}"
439,ग्रैष्मः प्रायः मरुत्पित्ते (मरुतः) (योगवाहित्वात्) (उपक्रमः) (योज्यः) वासन्तः कफमारुते मरुतः योगवाहित्वात् (प्रायः) (उपक्रमः) (योज्यः) कफपित्ते तु शारदः (उपक्रमः) (योज्यः) .,"{'tokens': ['ग्रैष्मः', 'प्रायः', 'मरुत्पित्ते', '(मरुतः)', '(योगवाहित्वात्)', '(उपक्रमः)', '(योज्यः)', 'वासन्तः', 'कफमारुते', 'मरुतः', 'योगवाहित्वात्', '(प्रायः)', '(उपक्रमः)', '(योज्यः)', 'कफपित्ते', 'तु', 'शारदः', '(उपक्रमः)', '(योज्यः)', '.'], 'compounds': [{'span': ['1', '24'], 'label': 'No_rel'}, {'span': ['2', '24'], 'label': 'No_rel'}, {'span': ['3', '4'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['4', '24'], 'label': 'Comp_root'}, {'span': ['5', '24'], 'label': 'No_rel'}, {'span': ['6', '24'], 'label': 'No_rel'}, {'span': ['7', '24'], 'label': 'No_rel'}, {'span': ['8', '24'], 'label': 'No_rel'}, {'span': ['9', '24'], 'label': 'No_rel'}, {'span': ['10', '11'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['11', '24'], 'label': 'Comp_root'}, {'span': ['12', '24'], 'label': 'No_rel'}, {'span': ['13', '24'], 'label': 'No_rel'}, {'span': ['14', '24'], 'label': 'No_rel'}, {'span': ['15', '24'], 'label': 'No_rel'}, {'span': ['16', '24'], 'label': 'No_rel'}, {'span': ['17', '18'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['18', '24'], 'label': 'Comp_root'}, {'span': ['19', '24'], 'label': 'No_rel'}, {'span': ['20', '24'], 'label': 'No_rel'}, {'span': ['21', '24'], 'label': 'No_rel'}, {'span': ['22', '24'], 'label': 'No_rel'}, {'span': ['23', '24'], 'label': 'No_rel'}, {'span': ['24', '0'], 'label': 'root'}]}"
440,चये एव जयेत् दोषम् कुपितम् (दोषम्) तु अविरोधयन् (जयेत्) .,"{'tokens': ['चये', 'एव', 'जयेत्', 'दोषम्', 'कुपितम्', '(दोषम्)', 'तु', 'अविरोधयन्', '(जयेत्)', '.'], 'compounds': [{'span': ['1', '12'], 'label': 'No_rel'}, {'span': ['2', '12'], 'label': 'No_rel'}, {'span': ['3', '12'], 'label': 'No_rel'}, {'span': ['4', '12'], 'label': 'No_rel'}, {'span': ['5', '12'], 'label': 'No_rel'}, {'span': ['6', '12'], 'label': 'No_rel'}, {'span': ['7', '12'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['9', '12'], 'label': 'Comp_root'}, {'span': ['10', '12'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'No_rel'}, {'span': ['12', '0'], 'label': 'root'}]}"
441,सर्वकोपे बलीयांसम् शेषदोषअविरोधतः (जयेत्) .,"{'tokens': ['सर्वकोपे', 'बलीयांसम्', 'शेषदोषअविरोधतः', '(जयेत्)', '.'], 'compounds': [{'span': ['1', '2'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['2', '10'], 'label': 'Comp_root'}, {'span': ['3', '10'], 'label': 'No_rel'}, {'span': ['4', '5'], 'label': 'कर्मधारयः'}, {'span': ['5', '6'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['6', '7'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['7', '10'], 'label': 'Comp_root'}, {'span': ['8', '10'], 'label': 'No_rel'}, {'span': ['9', '10'], 'label': 'No_rel'}, {'span': ['10', '0'], 'label': 'root'}]}"
442,प्रयोगः शमयेत् व्याधिम् एकम् यः अन्यम् उदीरयेत् न असौ विशुद्धः (भवति) .,"{'tokens': ['प्रयोगः', 'शमयेत्', 'व्याधिम्', 'एकम्', 'यः', 'अन्यम्', 'उदीरयेत्', 'न', 'असौ', 'विशुद्धः', '(भवति)', '.'], 'compounds': [{'span': ['1', '13'], 'label': 'No_rel'}, {'span': ['2', '13'], 'label': 'No_rel'}, {'span': ['3', '13'], 'label': 'No_rel'}, {'span': ['4', '13'], 'label': 'No_rel'}, {'span': ['5', '13'], 'label': 'No_rel'}, {'span': ['6', '13'], 'label': 'No_rel'}, {'span': ['7', '13'], 'label': 'No_rel'}, {'span': ['8', '13'], 'label': 'No_rel'}, {'span': ['9', '13'], 'label': 'No_rel'}, {'span': ['10', '13'], 'label': 'No_rel'}, {'span': ['11', '13'], 'label': 'No_rel'}, {'span': ['12', '13'], 'label': 'No_rel'}, {'span': ['13', '0'], 'label': 'root'}]}"
443,शुद्धः तु (सः) (भवति) शमयेत् यः न कोपयेत् .,"{'tokens': ['शुद्धः', 'तु', '(सः)', '(भवति)', 'शमयेत्', 'यः', 'न', 'कोपयेत्', '.'], 'compounds': [{'span': ['1', '10'], 'label': 'No_rel'}, {'span': ['2', '10'], 'label': 'No_rel'}, {'span': ['3', '10'], 'label': 'No_rel'}, {'span': ['4', '10'], 'label': 'No_rel'}, {'span': ['5', '10'], 'label': 'No_rel'}, {'span': ['6', '10'], 'label': 'No_rel'}, {'span': ['7', '10'], 'label': 'No_rel'}, {'span': ['8', '10'], 'label': 'No_rel'}, {'span': ['9', '10'], 'label': 'No_rel'}, {'span': ['10', '0'], 'label': 'root'}]}"
444,व्यायामात् ऊष्मणः तैक्ष्ण्यात् अहितआचरणात् अपि कोष्ठात् शाखाअस्थिमर्माणि द्रुतत्वात् मारुतस्य च दोषाः यान्ति .,"{'tokens': ['व्यायामात्', 'ऊष्मणः', 'तैक्ष्ण्यात्', 'अहितआचरणात्', 'अपि', 'कोष्ठात्', 'शाखाअस्थिमर्माणि', 'द्रुतत्वात्', 'मारुतस्य', 'च', 'दोषाः', 'यान्ति', '.'], 'compounds': [{'span': ['1', '18'], 'label': 'No_rel'}, {'span': ['2', '18'], 'label': 'No_rel'}, {'span': ['3', '18'], 'label': 'No_rel'}, {'span': ['4', '5'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['5', '6'], 'label': 'कर्मधारयः'}, {'span': ['6', '18'], 'label': 'Comp_root'}, {'span': ['7', '18'], 'label': 'No_rel'}, {'span': ['8', '18'], 'label': 'No_rel'}, {'span': ['9', '10'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['10', '11'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['11', '18'], 'label': 'Comp_root'}, {'span': ['12', '18'], 'label': 'No_rel'}, {'span': ['13', '18'], 'label': 'No_rel'}, {'span': ['14', '18'], 'label': 'No_rel'}, {'span': ['15', '18'], 'label': 'No_rel'}, {'span': ['16', '18'], 'label': 'No_rel'}, {'span': ['17', '18'], 'label': 'No_rel'}, {'span': ['18', '0'], 'label': 'root'}]}"
445,तथा तेभ्यः स्रोतःमुखविशोधनात् वृद्ध्या अभिष्यन्दनात् पाकात् कोष्ठम् वायोः च निग्रहात् (यान्ति) .,"{'tokens': ['तथा', 'तेभ्यः', 'स्रोतःमुखविशोधनात्', 'वृद्ध्या', 'अभिष्यन्दनात्', 'पाकात्', 'कोष्ठम्', 'वायोः', 'च', 'निग्रहात्', '(यान्ति)', '.'], 'compounds': [{'span': ['1', '15'], 'label': 'No_rel'}, {'span': ['2', '15'], 'label': 'No_rel'}, {'span': ['3', '4'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['4', '5'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['5', '15'], 'label': 'Comp_root'}, {'span': ['6', '15'], 'label': 'No_rel'}, {'span': ['7', '15'], 'label': 'No_rel'}, {'span': ['8', '15'], 'label': 'No_rel'}, {'span': ['9', '15'], 'label': 'No_rel'}, {'span': ['10', '15'], 'label': 'No_rel'}, {'span': ['11', '15'], 'label': 'No_rel'}, {'span': ['12', '15'], 'label': 'No_rel'}, {'span': ['13', '15'], 'label': 'No_rel'}, {'span': ['14', '15'], 'label': 'No_rel'}, {'span': ['15', '0'], 'label': 'root'}]}"
446,तत्रस्थाः च विलम्बेरन् भूयः हेतुप्रतीक्षिणः .,"{'tokens': ['तत्रस्थाः', 'च', 'विलम्बेरन्', 'भूयः', 'हेतुप्रतीक्षिणः', '.'], 'compounds': [{'span': ['1', '2'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['2', '9'], 'label': 'Comp_root'}, {'span': ['3', '9'], 'label': 'No_rel'}, {'span': ['4', '9'], 'label': 'No_rel'}, {'span': ['5', '9'], 'label': 'No_rel'}, {'span': ['6', '7'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['7', '9'], 'label': 'Comp_root'}, {'span': ['8', '9'], 'label': 'No_rel'}, {'span': ['9', '0'], 'label': 'root'}]}"
447,ते कालआदिबलम् लब्ध्वा कुप्यन्ति अन्यआश्रयेषु अपि .,"{'tokens': ['ते', 'कालआदिबलम्', 'लब्ध्वा', 'कुप्यन्ति', 'अन्यआश्रयेषु', 'अपि', '.'], 'compounds': [{'span': ['1', '11'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'षष्ठ्यर्थ-बहुव्रीहिः'}, {'span': ['3', '4'], 'label': 'पञ्चमी-तत्पुरुषः'}, {'span': ['4', '11'], 'label': 'Comp_root'}, {'span': ['5', '11'], 'label': 'No_rel'}, {'span': ['6', '11'], 'label': 'No_rel'}, {'span': ['7', '8'], 'label': 'कर्मधारयः'}, {'span': ['8', '11'], 'label': 'Comp_root'}, {'span': ['9', '11'], 'label': 'No_rel'}, {'span': ['10', '11'], 'label': 'No_rel'}, {'span': ['11', '0'], 'label': 'root'}]}"
448,तत्र अन्यस्थानसंस्थेषु तदीयाम् अबलेषु तु कुर्यात् चिकित्साम् .,"{'tokens': ['तत्र', 'अन्यस्थानसंस्थेषु', 'तदीयाम्', 'अबलेषु', 'तु', 'कुर्यात्', 'चिकित्साम्', '.'], 'compounds': [{'span': ['1', '12'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['3', '4'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['4', '12'], 'label': 'Comp_root'}, {'span': ['5', '12'], 'label': 'No_rel'}, {'span': ['6', '7'], 'label': 'अस्त्यर्थ-मध्यमपदलोपी(नञ्)-बहुव्रीहिः'}, {'span': ['7', '12'], 'label': 'Comp_root'}, {'span': ['8', '12'], 'label': 'No_rel'}, {'span': ['9', '12'], 'label': 'No_rel'}, {'span': ['10', '12'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'No_rel'}, {'span': ['12', '0'], 'label': 'root'}]}"
449,स्वाम् एव बलेन अन्यअभिभाविषु (चिकित्साम्) (कुर्यात्) .,"{'tokens': ['स्वाम्', 'एव', 'बलेन', 'अन्यअभिभाविषु', '(चिकित्साम्)', '(कुर्यात्)', '.'], 'compounds': [{'span': ['1', '9'], 'label': 'No_rel'}, {'span': ['2', '9'], 'label': 'No_rel'}, {'span': ['3', '9'], 'label': 'No_rel'}, {'span': ['4', '5'], 'label': 'कर्मधारयः'}, {'span': ['5', '9'], 'label': 'Comp_root'}, {'span': ['6', '9'], 'label': 'No_rel'}, {'span': ['7', '9'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'No_rel'}, {'span': ['9', '0'], 'label': 'root'}]}"
