sentence,gold
स्वस्थवृत्तम् अभिप्रेत्य (विशोधयेत्) व्याधौ व्याधिवशेन तु (विशोधयेत्) .,"{""tokens"": [""स्वस्थ"", ""वृत्तम्"", ""अभिप्रेत्य"", ""(विशोधयेत्)"", ""व्याधौ"", ""व्याधि"", ""वशेन"", ""तु"", ""(विशोधयेत्)"", "".""], ""compounds"": ""1\tस्वस्थ-\tस्वस्थ-वृत्तम्\t2\tComp2\t_\tषष्ठी-तत्पुरुषः\n2\tवृत्तम्\t--\t11\tComp2\t_\tComp_root\n3\tअभिप्रेत्य\tअभिप्रेत्य\t11\tCompNo\t_\tNo_rel\n4\t(विशोधयेत्)\tविशोधयेत्\t11\tCompNo\t_\tNo_rel\n5\tव्याधौ\tव्याधौ\t11\tCompNo\t_\tNo_rel\n6\tव्याधि-\tव्याधि-वशेन\t7\tComp2\t_\tषष्ठी-तत्पुरुषः\n7\tवशेन\t--\t11\tComp2\t_\tComp_root\n8\tतु\tतु\t11\tCompNo\t_\tNo_rel\n9\t(विशोधयेत्)\tविशोधयेत्\t11\tCompNo\t_\tNo_rel\n10\t.\t.\t11\tCompNo\t_\tNo_rel\n11\tDUMMY\t_\t0\tCompNo\t_\troot""}"
कृत्वा शीतउष्णवृष्टीनाम् प्रतीकारम् यथायथम् प्रयोजयेत् क्रियाम् प्राप्ताम् क्रियाकालम् न हापयेत् .,"{""tokens"": [""कृत्वा"", ""शीत"", ""उष्ण"", ""वृष्टीनाम्"", ""प्रतीकारम्"", ""यथायथम्"", ""प्रयोजयेत्"", ""क्रियाम्"", ""प्राप्ताम्"", ""क्रिया"", ""कालम्"", ""न"", ""हापयेत्"", "".""], ""compounds"": ""1\tकृत्वा\tकृत्वा\t15\tCompNo\t_\tNo_rel\n2\tशीत-\tशीत-उष्ण-वृष्टीनाम्\t3\tComp3\t_\tइतरेतर-द्वन्द्वः\n3\tउष्ण-\t--\t4\tComp3\t_\tइतरेतर-द्वन्द्वः\n4\tवृष्टीनाम्\t--\t15\tComp3\t_\tComp_root\n5\tप्रतीकारम्\tप्रतीकारम्\t15\tCompNo\t_\tNo_rel\n6\tयथायथम्\tयथायथम्\t15\tCompNo\t_\tNo_rel\n7\tप्रयोजयेत्\tप्रयोजयेत्\t15\tCompNo\t_\tNo_rel\n8\tक्रियाम्\tक्रियाम्\t15\tCompNo\t_\tNo_rel\n9\tप्राप्ताम्\tप्राप्ताम्\t15\tCompNo\t_\tNo_rel\n10\tक्रिया-\tक्रिया-कालम्\t11\tComp2\t_\tषष्ठी-तत्पुरुषः\n11\tकालम्\t--\t15\tComp2\t_\tComp_root\n12\tन\tन\t15\tCompNo\t_\tNo_rel\n13\tहापयेत्\tहापयेत्\t15\tCompNo\t_\tNo_rel\n14\t.\t.\t15\tCompNo\t_\tNo_rel\n15\tDUMMY\t_\t0\tCompNo\t_\troot""}"
युञ्ज्यात् अअन्नम् अन्नआदौ मध्ये अन्ते कवलअन्तरे ग्रासे ग्रासे मुहुः सअन्नम् सामुद्गम् निशि च औषधम् .,"{""tokens"": [""युञ्ज्यात्"", ""अ"", ""अन्नम्"", ""अन्न"", ""आदौ"", ""मध्ये"", ""अन्ते"", ""कवल"", ""अन्तरे"", ""ग्रासे"", ""ग्रासे"", ""मुहुः"", ""स"", ""अन्नम्"", ""सामुद्गम्"", ""निशि"", ""च"", ""औषधम्"", "".""], ""compounds"": ""1\tयुञ्ज्यात्\tयुञ्ज्यात्\t20\tCompNo\t_\tNo_rel\n2\tअ-\tअ-\t3\tComp2\t_\tनञ्-तत्पुरुषः\n3\tअन्नम्\tअनन्नम्\t20\tComp2\t_\tComp_root\n4\tअन्न-\tअन्न-\t5\tComp2\t_\tबहुव्रीहिः\n5\tआदौ\tअन्नादौ\t20\tComp2\t_\tComp_root\n6\tमध्ये\tमध्ये\t20\tCompNo\t_\tNo_rel\n7\tअन्ते\tअन्ते\t20\tCompNo\t_\tNo_rel\n8\tकवल-\tकवल-अन्तरे\t9\tComp2\t_\tषष्ठी-तत्पुरुषः\n9\tअन्तरे\t--\t20\tComp2\t_\tComp_root\n10\tग्रासे\tग्रासे\t20\tCompNo\t_\tNo_rel\n11\tग्रासे\tग्रासे\t20\tCompNo\t_\tNo_rel\n12\tमुहुः\tमुहुः\t20\tCompNo\t_\tNo_rel\n13\tस-\tस-\t14\tComp2\t_\tअव्ययीभावः\n14\tअन्नम्\tसान्नम्\t20\tComp2\t_\tComp_root\n15\tसामुद्गम्\tसामुद्गम्\t20\tCompNo\t_\tNo_rel\n16\tनिशि\tनिशि\t20\tCompNo\t_\tNo_rel\n17\tच\tच\t20\tCompNo\t_\tNo_rel\n18\tऔषधम्\tऔषधम्\t20\tCompNo\t_\tNo_rel\n19\t.\t.\t20\tCompNo\t_\tNo_rel\n20\tDUMMY\t_\t0\tCompNo\t_\troot""}"
कफउद्रेके गदे अअन्नम् बलिनः रोगरोगिणोः औषधम् इष्यते अन्नआदौ विगुणे अपाने समाने मध्ये इष्यते (च) (च),"{""tokens"": [""कफ"", ""उद्रेके"", ""गदे"", ""अ"", ""अन्नम्"", ""बलिनः"", ""रोग"", ""रोगिणोः"", ""औषधम्"", ""इष्यते"", ""अन्न"", ""आदौ"", ""विगुणे"", ""अपाने"", ""समाने"", ""मध्ये"", ""इष्यते"", ""(च)"", ""(च)""], ""compounds"": ""1\tकफ-\tकफ-उद्रेके\t2\tComp2\t_\tषष्ठी-तत्पुरुषः\n2\tउद्रेके\t--\t20\tComp2\t_\tComp_root\n3\tगदे\tगदे\t20\tCompNo\t_\tNo_rel\n4\tअ-\tअ-अन्नम्\t5\tComp2\t_\tनञ्-तत्पुरुषः\n5\tअन्नम्\t--\t20\tComp2\t_\tComp_root\n6\tबलिनः\tबलिनः\t20\tCompNo\t_\tNo_rel\n7\tरोग-\tरोग-रोगिणोः\t8\tComp2\t_\tइतरेतर-द्वन्द्वः\n8\tरोगिणोः\t--\t20\tComp2\t_\tComp_root\n9\tऔषधम्\tऔषधम्\t20\tCompNo\t_\tNo_rel\n10\tइष्यते\tइष्यते\t20\tCompNo\t_\tNo_rel\n11\tअन्न-\tअन्न-आदौ\t12\tComp2\t_\tबहुव्रीहिः\n12\tआदौ\t--\t20\tComp2\t_\tComp_root\n13\tविगुणे\tविगुणे\t20\tCompNo\t_\tNo_rel\n14\tअपाने\tअपाने\t20\tCompNo\t_\tNo_rel\n15\tसमाने\tसमाने\t20\tCompNo\t_\tNo_rel\n16\tमध्ये\tमध्ये\t20\tCompNo\t_\tNo_rel\n17\tइष्यते\tइष्यते\t20\tCompNo\t_\tNo_rel\n18\t(च)\t(च)\t20\tCompNo\t_\tNo_rel\n19\t(च)\t(च)\t20\tCompNo\t_\tNo_rel\n20\tDUMMY\t_\t0\tCompNo\t_\troot""}"
व्याने अन्ते प्रातराशस्य सायमाशस्य तु उत्तरे (भेषजम्) (इष्यते) (च) (च),"{""tokens"": [""व्याने"", ""अन्ते"", ""प्रातराशस्य"", ""सायमाशस्य"", ""तु"", ""उत्तरे"", ""(भेषजम्)"", ""(इष्यते)"", ""(च)"", ""(च)""], ""compounds"": ""1\tव्याने\tव्याने\t11\tCompNo\t_\tNo_rel\n2\tअन्ते\tअन्ते\t11\tCompNo\t_\tNo_rel\n3\tप्रातराशस्य\tप्रातराशस्य\t11\tCompNo\t_\tNo_rel\n4\tसायमाशस्य\tसायमाशस्य\t11\tCompNo\t_\tNo_rel\n5\tतु\tतु\t11\tCompNo\t_\tNo_rel\n6\tउत्तरे\tउत्तरे\t11\tCompNo\t_\tNo_rel\n7\t(भेषजम्)\t(भेषजम्)\t11\tCompNo\t_\tNo_rel\n8\t(इष्यते)\t(इष्यते)\t11\tCompNo\t_\tNo_rel\n9\t(च)\t(च)\t11\tCompNo\t_\tNo_rel\n10\t(च)\t(च)\t11\tCompNo\t_\tNo_rel\n11\tDUMMY\t_\t0\tCompNo\t_\troot""}"
ग्रासग्रासान्तयोः प्राणे प्रदुष्टे मातरिश्वनि (भेषजम्) (इष्यते) .,"{""tokens"": [""ग्रास"", ""ग्रासान्तयोः"", ""प्राणे"", ""प्रदुष्टे"", ""मातरिश्वनि"", ""(भेषजम्)"", ""(इष्यते)"", "".""], ""compounds"": ""1\tग्रास-\tग्रास-ग्रासान्तयोः\t2\tComp2\t_\tइतरेतर-द्वन्द्वः\n2\tग्रासान्तयोः\t--\t9\tComp2\t_\tComp_root\n3\tप्राणे\tप्राणे\t9\tCompNo\t_\tNo_rel\n4\tप्रदुष्टे\tप्रदुष्टे\t9\tCompNo\t_\tNo_rel\n5\tमातरिश्वनि\tमातरिश्वनि\t9\tCompNo\t_\tNo_rel\n6\t(भेषजम्)\t(भेषजम्)\t9\tCompNo\t_\tNo_rel\n7\t(इष्यते)\t(इष्यते)\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
मुहुः मुहुः विषत्शर्दिहिध्मातृट्श्वासकासिषु (भेषजम्) (इष्यते) .,"{""tokens"": [""मुहुः"", ""मुहुः"", ""विषत्"", ""शर्दि"", ""हिध्मा"", ""तृट्"", ""श्वास"", ""कासिषु"", ""(भेषजम्)"", ""(इष्यते)"", "".""], ""compounds"": ""1\tमुहुः\tमुहुः\t12\tCompNo\t_\tNo_rel\n2\tमुहुः\tमुहुः\t12\tCompNo\t_\tNo_rel\n3\tविषत्-\tविषत्-शर्दि-हिध्मा-तृट्-श्वास-कासिषु\t4\tComp6\t_\tइतरेतर-द्वन्द्वः\n4\tशर्दि-\t--\t5\tComp6\t_\tइतरेतर-द्वन्द्वः\n5\tहिध्मा-\t--\t6\tComp6\t_\tइतरेतर-द्वन्द्वः\n6\tतृट्-\t--\t7\tComp6\t_\tइतरेतर-द्वन्द्वः\n7\tश्वास-\t--\t8\tComp6\t_\tइतरेतर-द्वन्द्वः\n8\tकासिषु\t--\t12\tComp6\t_\tComp_root\n9\t(भेषजम्)\t(भेषजम्)\t12\tCompNo\t_\tNo_rel\n10\t(इष्यते)\t(इष्यते)\t12\tCompNo\t_\tNo_rel\n11\t.\t.\t12\tCompNo\t_\tNo_rel\n12\tDUMMY\t_\t0\tCompNo\t_\troot""}"
योज्यम् सभोज्यम् भैषज्यम् भौज्यैः चित्रैः अरोचके (च) .,"{""tokens"": [""योज्यम्"", ""सभोज्यम्"", ""भैषज्यम्"", ""भौज्यैः"", ""चित्रैः"", ""अरोचके"", ""(च)"", "".""], ""compounds"": ""1\tयोज्यम्\tयोज्यम्\t9\tCompNo\t_\tNo_rel\n2\tसभोज्यम्\tसभोज्यम्\t9\tCompNo\t_\tNo_rel\n3\tभैषज्यम्\tभैषज्यम्\t9\tCompNo\t_\tNo_rel\n4\tभौज्यैः\tभौज्यैः\t9\tCompNo\t_\tNo_rel\n5\tचित्रैः\tचित्रैः\t9\tCompNo\t_\tNo_rel\n6\tअरोचके\tअरोचके\t9\tCompNo\t_\tNo_rel\n7\t(च)\t(च)\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
कम्पआक्षेपहिध्मासु सामुग्दम् लघुभोजिनाम् ऊर्ध्वजत्रुविकारेषु स्वप्नकाले प्रशस्यते (च),"{""tokens"": [""कम्प"", ""आक्षेप"", ""हिध्मासु"", ""सामुग्दम्"", ""लघु"", ""भोजिनाम्"", ""ऊर्ध्व"", ""जत्रु"", ""विकारेषु"", ""स्वप्न"", ""काले"", ""प्रशस्यते"", ""(च)""], ""compounds"": ""1\tकम्प-\tकम्प-\t2\tComp2\t_\tइतरेतर-द्वन्द्वः\n2\tआक्षेप-\tआक्षेप-\t3\tComp2\t_\tComp_root\n3\tहिध्मासु\tहिध्मासु\t14\tComp2\t_\tअधिकरणम्\n4\tसामुग्दम्\tसामुग्दम्\t14\tCompNo\t_\tNo_rel\n5\tलघु-\tलघु-\t6\tComp2\t_\tउपपद-तत्पुरुषः\n6\tभोजिनाम्\tभोजिनाम्\t14\tComp2\t_\tComp_root\n7\tऊर्ध्व-\tऊर्ध्व-\t8\tComp2\t_\tबहुव्रीहिः\n8\tजत्रु-\tजत्रु-\t9\tComp2\t_\tComp_root\n9\tविकारेषु\t--\t14\tComp2\t_\tसमुच्चितः\n10\tस्वप्न-\tस्वप्न-\t11\tComp2\t_\tषष्ठी-तत्पुरुषः\n11\tकाले\t--\t14\tComp2\t_\tComp_root\n12\tप्रशस्यते\tप्रशस्यते\t14\tCompNo\t_\tNo_rel\n13\t(च)\t(च)\t14\tCompNo\t_\tNo_rel\n14\tDUMMY\t_\t0\tCompNo\t_\troot""}"
अथ अतः द्विविधउपक्रमणीयम् अध्यायम् व्याख्यास्यामः इति ह स्म आहुः आत्रेयआदयः महर्षयः,"{""tokens"": [""अथ"", ""अतः"", ""द्विविध"", ""उपक्रमणीयम्"", ""अध्यायम्"", ""व्याख्यास्यामः"", ""इति"", ""ह"", ""स्म"", ""आहुः"", ""आत्रेय"", ""आदयः"", ""महर्षयः""], ""compounds"": ""1\tअथ\tअथ\t14\tCompNo\t_\tNo_rel\n2\tअतः\tअतः\t14\tCompNo\t_\tNo_rel\n3\tद्विविध-\tद्विविध-\t4\tComp2\t_\tकर्मधारयः\n4\tउपक्रमणीयम्\tउपक्रमणीयम्\t14\tComp2\t_\tComp_root\n5\tअध्यायम्\tअध्यायम्\t14\tCompNo\t_\tNo_rel\n6\tव्याख्यास्यामः\tव्याख्यास्यामः\t14\tCompNo\t_\tNo_rel\n7\tइति\tइति\t14\tCompNo\t_\tNo_rel\n8\tह\tह\t14\tCompNo\t_\tNo_rel\n9\tस्म\tस्म\t14\tCompNo\t_\tNo_rel\n10\tआहुः\tआहुः\t14\tCompNo\t_\tNo_rel\n11\tआत्रेय-\tआत्रेयादयः\t14\tCompNo\t_\tNo_rel\n12\tआदयः\t_\t14\tCompNo\t_\tNo_rel\n13\tमहर्षयः\tमहर्षयः\t14\tCompNo\t_\tNo_rel\n14\tDUMMY\t_\t0\tCompNo\t_\troot""}"
उपक्रम्यस्य हि द्वित्वात् द्विधा एव उपक्रमः मतः (भवति) .,"{""tokens"": [""उपक्रम्यस्य"", ""हि"", ""द्वित्वात्"", ""द्विधा"", ""एव"", ""उपक्रमः"", ""मतः"", ""(भवति)"", "".""], ""compounds"": ""1\tउपक्रम्यस्य\tउपक्रम्यस्य\t10\tCompNo\t_\tNo_rel\n2\tहि\tहि\t10\tCompNo\t_\tNo_rel\n3\tद्वित्वात्\tद्वित्वात्\t10\tCompNo\t_\tNo_rel\n4\tद्विधा\tद्विधा\t10\tCompNo\t_\tNo_rel\n5\tएव\tएव\t10\tCompNo\t_\tNo_rel\n6\tउपक्रमः\tउपक्रमः\t10\tCompNo\t_\tNo_rel\n7\tमतः\tमतः\t10\tCompNo\t_\tNo_rel\n8\t(भवति)\t(भवति)\t10\tCompNo\t_\tNo_rel\n9\t.\t.\t10\tCompNo\t_\tNo_rel\n10\tDUMMY\t_\t0\tCompNo\t_\troot""}"
एकः सन्तर्पणः तत्र (भवति) द्वितीयः च अपतर्पणः (भवति) .,"{""tokens"": [""एकः"", ""सन्तर्पणः"", ""तत्र"", ""(भवति)"", ""द्वितीयः"", ""च"", ""अपतर्पणः"", ""(भवति)"", "".""], ""compounds"": ""1\tएकः\tएकः\t10\tCompNo\t_\tNo_rel\n2\tसन्तर्पणः\tसन्तर्पणः\t10\tCompNo\t_\tNo_rel\n3\tतत्र\tतत्र\t10\tCompNo\t_\tNo_rel\n4\t(भवति)\tभवति\t10\tCompNo\t_\tNo_rel\n5\tद्वितीयः\tद्वितीयः\t10\tCompNo\t_\tNo_rel\n6\tच\tच\t10\tCompNo\t_\tNo_rel\n7\tअपतर्पणः\tअपतर्पणः\t10\tCompNo\t_\tNo_rel\n8\t(भवति)\tभवति\t10\tCompNo\t_\tNo_rel\n9\t.\t.\t10\tCompNo\t_\tNo_rel\n10\tDUMMY\t_\t0\tCompNo\t_\troot""}"
बृंहणः लङ्घनः च इति तत्पर्यायौ उदाहृतौ .,"{""tokens"": [""बृंहणः"", ""लङ्घनः"", ""च"", ""इति"", ""तत्"", ""पर्यायौ"", ""उदाहृतौ"", "".""], ""compounds"": ""1\tबृंहणः\tबृंहणः\t9\tCompNo\t_\tNo_rel\n2\tलङ्घनः\tलङ्घनः\t9\tCompNo\t_\tNo_rel\n3\tच\tच\t9\tCompNo\t_\tNo_rel\n4\tइति\tइति\t9\tCompNo\t_\tNo_rel\n5\tतत्-\tतत्-पर्यायौ\t6\tComp2\t_\tषष्ठी-तत्पुरुषः\n6\tपर्यायौ\t--\t9\tComp2\t_\tComp_root\n7\tउदाहृतौ\tउदाहृतौ\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
बृंहणं यद् बृहत्वाय लङ्घनं लाघवाय यद् देहस्य (भवति) (भवति),"{""tokens"": [""बृंहणं"", ""यद्"", ""बृहत्वाय"", ""लङ्घनं"", ""लाघवाय"", ""यद्"", ""देहस्य"", ""(भवति)"", ""(भवति)""], ""compounds"": ""1\tबृंहणं\tबृंहणं\t10\tCompNo\t_\tNo_rel\n2\tयद्\tयद्\t10\tCompNo\t_\tNo_rel\n3\tबृहत्वाय\tबृहत्वाय\t10\tCompNo\t_\tNo_rel\n4\tलङ्घनं\tलङ्घनं\t10\tCompNo\t_\tNo_rel\n5\tलाघवाय\tलाघवाय\t10\tCompNo\t_\tNo_rel\n6\tयद्\tयद्\t10\tCompNo\t_\tNo_rel\n7\tदेहस्य\tदेहस्य\t10\tCompNo\t_\tNo_rel\n8\t(भवति)\t(भवति)\t10\tCompNo\t_\tNo_rel\n9\t(भवति)\t(भवति)\t10\tCompNo\t_\tNo_rel\n10\tDUMMY\t_\t0\tCompNo\t_\troot""}"
